date,year,month,decade,gas_ppi,gas_index_2024base,mom_pct,yoy_pct,rolling_vol_12m,shock,direction,event
1972-09-01,1972,9,1970,9.2,12.631217642515946,1.098901098901095,6.976744186046502,0.5905336037675871,False,up,
1972-10-01,1972,10,1970,9.3,12.76851348645634,1.0869565217391353,8.139534883720945,0.57921502179207,False,up,
1972-11-01,1972,11,1970,9.4,12.905809330396728,1.0752688172043001,9.302325581395365,0.5510322872965429,False,up,
1972-12-01,1972,12,1970,9.4,12.905809330396728,0.0,8.045977011494276,0.5727652211030356,False,flat,
1973-01-01,1973,1,1970,9.3,12.76851348645634,-1.0638297872340385,6.896551724137945,0.7401352982781706,False,down,
1973-02-01,1973,2,1970,9.4,12.905809330396728,1.0752688172043001,8.045977011494276,0.7312349593518059,False,up,
1973-03-01,1973,3,1970,9.4,12.905809330396728,0.0,6.818181818181812,0.7350570224971885,False,flat,
1973-04-01,1973,4,1970,9.5,13.04310517433712,1.0638297872340496,6.741573033707859,0.7301111314500423,False,up,
1973-05-01,1973,5,1970,9.6,13.18040101827751,1.0526315789473717,6.666666666666665,0.7252930544403663,False,up,
1973-06-01,1973,6,1970,9.7,13.3176968622179,1.041666666666674,7.777777777777772,0.716855569498358,False,up,
